Stazione,IQA,PM10µg/m³,PM2.5µg/m³,NO2µg/m³,COmg/m³,SO2µg/m³,O3µg/m³,O3*µg/m³,C6H6µg/m³,CO2ppm,Date
Via Firenze Pescara (PE),Scadente,48,37,99,1.35,--,--,--,0.9,--,2024-02-03
Via Sacco Pescara (PE),Mediocre,45,--,94,--,--,65,50,--,--,2024-02-03
Arischia L'Aquila (AQ),Accettabile,--,--,10,--,--,93,82,0.4,--,2024-02-02
Atessa Atessa (CH),Accettabile,29,--,--,0.72,--,--,--,0.1,--,2024-02-02
Castel Di Sangro Castel Di Sangro (AQ),Mediocre,26,21,57,0.72,--,90,74,--,--,2024-02-02
Cepagatti ASL Cepagatti (PE),Accettabile,--,--,28,--,--,84,72,1.0,--,2024-02-02
Francavilla Francavilla al mare (CH),Scadente,32,28,46,--,--,79,54,1.5,--,2024-02-02
Gammarana Teramo (TE),Mediocre,--,21,68,--,--,--,--,--,--,2024-02-02
Montesilvano Montesilvano (PE),Scadente,45,32,72,1.26,--,--,--,1.7,--,2024-02-02
Ortona Villa Caldari Ortona (CH),Mediocre,28,25,35,0.55,--,90,82,1.8,--,2024-02-02
Porta Reale Teramo (TE),Mediocre,37,--,83,0.99,--,--,--,n.d.,--,2024-02-02
S. Gregorio S. GREGORIO (AQ),Accettabile,--,--,47,--,--,91,73,2.1,--,2024-02-02
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,6,--,--,92,85,0.1,419.4,2024-02-02
Scuola Antonelli Chieti Scalo (CH),Scadente,37,30,76,--,1,85,64,2.0,--,2024-02-02
T. D'Annunzio Pescara (PE),Scadente,44,36,73,0.96,2,55,36,0.6,--,2024-02-02
Via Amiternum L'Aquila (AQ),Mediocre,30,22,64,--,3,85,61,1.5,--,2024-02-02
Via Firenze Pescara (PE),Scadente,47,38,n.d.,n.d.,--,--,--,1.1,--,2024-02-02
Via Sacco Pescara (PE),Scadente,60,--,91,--,--,73,54,--,--,2024-02-02
Arischia L'Aquila (AQ),Buona,--,--,18,--,--,68,59,0.4,--,2024-02-01
Atessa Atessa (CH),Accettabile,26,--,--,0.66,--,--,--,0.2,--,2024-02-01
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,20,14,52,0.69,--,79,59,--,--,2024-02-01
Cepagatti ASL Cepagatti (PE),Buona,--,--,29,--,--,74,58,1.3,--,2024-02-01
Francavilla Francavilla al mare (CH),Scadente,31,26,42,--,--,71,51,1.4,--,2024-02-01
Gammarana Teramo (TE),Scadente,--,29,66,--,--,--,--,--,--,2024-02-01
Montesilvano Montesilvano (PE),Scadente,38,31,71,1.17,--,--,--,1.8,--,2024-02-01
Ortona Villa Caldari Ortona (CH),Mediocre,27,24,69,0.51,--,81,74,1.4,--,2024-02-01
Porta Reale Teramo (TE),Mediocre,36,--,79,1.01,--,--,--,n.d.,--,2024-02-01
S. Gregorio S. GREGORIO (AQ),Accettabile,--,--,50,--,--,79,58,2.0,--,2024-02-01
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,2,--,--,84,76,0.0,420.0,2024-02-01
Scuola Antonelli Chieti Scalo (CH),Scadente,42,36,65,--,2,60,45,2.0,--,2024-02-01
T. D'Annunzio Pescara (PE),Scadente,39,32,58,0.84,2,62,54,0.6,--,2024-02-01
Via Amiternum L'Aquila (AQ),Accettabile,28,19,66,--,3,62,46,1.4,--,2024-02-01
Via Firenze Pescara (PE),Scadente,40,32,91,0.97,--,--,--,0.9,--,2024-02-01
Via Sacco Pescara (PE),Mediocre,48,--,88,--,--,67,52,--,--,2024-02-01
Arischia L'Aquila (AQ),Buona,--,--,16,--,--,n.d.,n.d.,0.4,--,2024-01-31
Atessa Atessa (CH),Accettabile,25,--,--,0.61,--,--,--,0.2,--,2024-01-31
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,17,13,42,0.64,--,80,69,--,--,2024-01-31
Cepagatti ASL Cepagatti (PE),Accettabile,--,--,25,--,--,83,71,1.0,--,2024-01-31
Francavilla Francavilla al mare (CH),Mediocre,25,23,46,--,--,85,61,1.3,--,2024-01-31
Gammarana Teramo (TE),Mediocre,--,22,n.d.,--,--,--,--,--,--,2024-01-31
Montesilvano Montesilvano (PE),Mediocre,32,24,73,0.90,--,--,--,1.3,--,2024-01-31
Ortona Villa Caldari Ortona (CH),Accettabile,20,18,52,0.47,--,85,77,1.4,--,2024-01-31
Porta Reale Teramo (TE),Accettabile,31,--,76,0.81,--,--,--,n.d.,--,2024-01-31
S. Gregorio S. GREGORIO (AQ),Accettabile,--,--,49,--,--,82,62,1.8,--,2024-01-31
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,1,--,--,85,75,0.0,417.7,2024-01-31
Scuola Antonelli Chieti Scalo (CH),Scadente,31,26,71,--,1,79,59,1.7,--,2024-01-31
T. D'Annunzio Pescara (PE),Scadente,33,26,57,0.76,0,70,49,0.5,--,2024-01-31
Via Amiternum L'Aquila (AQ),Accettabile,27,19,64,--,3,73,50,1.4,--,2024-01-31
Via Firenze Pescara (PE),Scadente,35,27,87,0.83,--,--,--,0.7,--,2024-01-31
Via Sacco Pescara (PE),Mediocre,39,--,81,--,--,85,64,--,--,2024-01-31
Arischia L'Aquila (AQ),Buona,--,--,22,--,--,n.d.,n.d.,0.4,--,2024-01-30
Atessa Atessa (CH),Accettabile,22,--,--,0.55,--,--,--,0.2,--,2024-01-30
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,15,11,41,0.58,--,78,70,--,--,2024-01-30
Cepagatti ASL Cepagatti (PE),Buona,--,--,32,--,--,73,65,1.0,--,2024-01-30
Francavilla Francavilla al mare (CH),Accettabile,22,17,39,--,--,67,56,1.1,--,2024-01-30
Gammarana Teramo (TE),n.d.,--,n.d.,n.d.,--,--,--,--,--,--,2024-01-30
Montesilvano Montesilvano (PE),Accettabile,25,19,52,0.75,--,--,--,1.0,--,2024-01-30
Ortona Villa Caldari Ortona (CH),Accettabile,18,15,35,0.45,--,76,72,1.1,--,2024-01-30
Porta Reale Teramo (TE),Accettabile,27,--,70,0.78,--,--,--,n.d.,--,2024-01-30
S. Gregorio S. GREGORIO (AQ),Accettabile,--,--,43,--,--,82,63,1.5,--,2024-01-30
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,1,--,--,84,75,0.0,416.1,2024-01-30
Scuola Antonelli Chieti Scalo (CH),Mediocre,27,23,58,--,1,78,63,1.4,--,2024-01-30
T. D'Annunzio Pescara (PE),Mediocre,29,22,55,0.62,0,60,49,0.4,--,2024-01-30
Via Amiternum L'Aquila (AQ),Accettabile,26,17,58,--,3,74,53,1.3,--,2024-01-30
Via Firenze Pescara (PE),Mediocre,29,22,72,0.72,--,--,--,0.6,--,2024-01-30
Via Sacco Pescara (PE),Accettabile,32,--,70,--,--,70,65,--,--,2024-01-30
Arischia L'Aquila (AQ),Buona,--,--,13,--,--,n.d.,n.d.,0.5,--,2024-01-29
Atessa Atessa (CH),Accettabile,26,--,--,0.65,--,--,--,0.2,--,2024-01-29
Castel Di Sangro Castel Di Sangro (AQ),Buona,12,10,30,0.51,--,79,77,--,--,2024-01-29
Cepagatti ASL Cepagatti (PE),Buona,--,--,18,--,--,80,71,1.0,--,2024-01-29
Francavilla Francavilla al mare (CH),Scadente,35,27,34,--,--,73,61,1.1,--,2024-01-29
Gammarana Teramo (TE),n.d.,--,n.d.,n.d.,--,--,--,--,--,--,2024-01-29
Montesilvano Montesilvano (PE),Scadente,32,27,38,0.95,--,--,--,1.1,--,2024-01-29
Ortona Villa Caldari Ortona (CH),Mediocre,29,24,17,0.53,--,77,72,1.2,--,2024-01-29
Porta Reale Teramo (TE),Accettabile,29,--,54,0.89,--,--,--,n.d.,--,2024-01-29
S. Gregorio S. GREGORIO (AQ),Accettabile,--,--,26,--,--,90,75,1.5,--,2024-01-29
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,3,--,--,89,77,0.2,420.9,2024-01-29
Scuola Antonelli Chieti Scalo (CH),Scadente,34,30,46,--,1,80,68,1.6,--,2024-01-29
T. D'Annunzio Pescara (PE),Scadente,46,36,53,0.87,0,63,51,0.5,--,2024-01-29
Via Amiternum L'Aquila (AQ),Accettabile,25,20,56,--,3,83,70,1.2,--,2024-01-29
Via Firenze Pescara (PE),Scadente,45,36,72,0.95,--,--,--,0.7,--,2024-01-29
Via Sacco Pescara (PE),Mediocre,47,--,65,--,--,79,66,--,--,2024-01-29
Arischia L'Aquila (AQ),Buona,--,--,12,--,--,76,63,0.5,--,2024-01-28
Atessa Atessa (CH),Mediocre,44,--,--,0.60,--,--,--,0.2,--,2024-01-28
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,23,19,24,0.74,--,76,72,--,--,2024-01-28
Cepagatti ASL Cepagatti (PE),Accettabile,--,--,32,--,--,85,67,1.7,--,2024-01-28
Francavilla Francavilla al mare (CH),Scadente,51,42,35,--,--,78,63,1.4,--,2024-01-28
Gammarana Teramo (TE),n.d.,--,n.d.,n.d.,--,--,--,--,--,--,2024-01-28
Montesilvano Montesilvano (PE),Scadente,54,43,60,1.02,--,--,--,1.5,--,2024-01-28
Ortona Villa Caldari Ortona (CH),Scadente,47,41,24,0.52,--,90,77,1.8,--,2024-01-28
Porta Reale Teramo (TE),Mediocre,47,--,70,0.95,--,--,--,n.d.,--,2024-01-28
S. Gregorio S. GREGORIO (AQ),Accettabile,--,--,28,--,--,84,70,1.7,--,2024-01-28
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,5,--,--,85,75,0.1,420.2,2024-01-28
Scuola Antonelli Chieti Scalo (CH),Scadente,47,41,57,--,1,87,69,1.6,--,2024-01-28
T. D'Annunzio Pescara (PE),Pessima,62,52,61,1.01,0,69,53,0.6,--,2024-01-28
Via Amiternum L'Aquila (AQ),Accettabile,23,18,49,--,3,72,60,1.1,--,2024-01-28
Via Firenze Pescara (PE),Pessima,62,52,86,1.10,--,--,--,0.9,--,2024-01-28
Via Sacco Pescara (PE),Scadente,66,--,72,--,--,84,66,--,--,2024-01-28
Arischia L'Aquila (AQ),Buona,--,--,10,--,--,74,61,0.3,--,2024-01-27
Atessa Atessa (CH),Accettabile,29,--,--,0.64,--,--,--,0.2,--,2024-01-27
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,26,19,52,0.73,--,76,57,--,--,2024-01-27
Cepagatti ASL Cepagatti (PE),Buona,--,--,30,--,--,67,52,1.6,--,2024-01-27
Francavilla Francavilla al mare (CH),Scadente,38,31,40,--,--,54,41,1.3,--,2024-01-27
Gammarana Teramo (TE),Mediocre,--,23,52,--,--,--,--,--,--,2024-01-27
Montesilvano Montesilvano (PE),Scadente,43,34,59,0.92,--,--,--,1.5,--,2024-01-27
Ortona Villa Caldari Ortona (CH),Mediocre,28,24,26,0.47,--,72,65,1.2,--,2024-01-27
Porta Reale Teramo (TE),Mediocre,41,--,64,0.95,--,--,--,n.d.,--,2024-01-27
S. Gregorio S. GREGORIO (AQ),Buona,--,--,40,--,--,71,49,1.6,--,2024-01-27
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Buona,--,--,4,--,--,74,66,0.1,401.7,2024-01-27
Scuola Antonelli Chieti Scalo (CH),Scadente,41,36,56,--,2,64,47,1.8,--,2024-01-27
T. D'Annunzio Pescara (PE),Scadente,50,40,58,0.95,0,45,34,0.6,--,2024-01-27
Via Amiternum L'Aquila (AQ),Accettabile,26,18,61,--,3,61,41,1.2,--,2024-01-27
Via Firenze Pescara (PE),Scadente,50,41,86,1.10,--,--,--,0.9,--,2024-01-27
Via Sacco Pescara (PE),Scadente,52,--,69,--,--,65,47,--,--,2024-01-27
Arischia L'Aquila (AQ),Buona,--,--,8,--,--,74,67,0.3,--,2024-01-26
Atessa Atessa (CH),Accettabile,26,--,--,0.58,--,--,--,0.1,--,2024-01-26
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,20,16,32,0.88,--,81,72,--,--,2024-01-26
Cepagatti ASL Cepagatti (PE),Buona,--,--,36,--,--,66,59,1.2,--,2024-01-26
Francavilla Francavilla al mare (CH),Scadente,37,31,37,--,--,45,36,1.4,--,2024-01-26
Gammarana Teramo (TE),Accettabile,--,15,59,--,--,--,--,--,--,2024-01-26
Montesilvano Montesilvano (PE),Scadente,39,30,52,1.00,--,--,--,1.5,--,2024-01-26
Ortona Villa Caldari Ortona (CH),Mediocre,30,24,49,0.62,--,67,58,1.8,--,2024-01-26
Porta Reale Teramo (TE),Accettabile,n.d.,--,57,0.88,--,--,--,1.3,--,2024-01-26
S. Gregorio S. GREGORIO (AQ),Buona,--,--,36,--,--,79,72,1.4,--,2024-01-26
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,4,--,--,83,73,0.0,371.6,2024-01-26
Scuola Antonelli Chieti Scalo (CH),Scadente,39,33,54,--,2,70,53,1.9,--,2024-01-26
T. D'Annunzio Pescara (PE),Scadente,51,41,51,0.86,0,34,25,0.7,--,2024-01-26
Via Amiternum L'Aquila (AQ),Accettabile,17,11,51,--,3,70,55,0.8,--,2024-01-26
Via Firenze Pescara (PE),Scadente,51,40,76,1.21,--,--,--,1.0,--,2024-01-26
Via Sacco Pescara (PE),Scadente,53,--,65,--,--,49,37,--,--,2024-01-26
Arischia L'Aquila (AQ),Buona,--,--,15,--,--,78,60,0.4,--,2024-01-25
Atessa Atessa (CH),Accettabile,22,--,--,0.54,--,--,--,0.2,--,2024-01-25
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,24,18,53,0.81,--,74,57,--,--,2024-01-25
Cepagatti ASL Cepagatti (PE),Buona,--,--,27,--,--,70,60,1.1,--,2024-01-25
Francavilla Francavilla al mare (CH),Accettabile,24,19,52,--,--,54,34,1.3,--,2024-01-25
Gammarana Teramo (TE),Accettabile,--,16,62,--,--,--,--,--,--,2024-01-25
Montesilvano Montesilvano (PE),Accettabile,28,20,65,0.91,--,--,--,1.5,--,2024-01-25
Ortona Villa Caldari Ortona (CH),Accettabile,18,16,31,0.57,--,80,72,1.5,--,2024-01-25
Porta Reale Teramo (TE),Accettabile,n.d.,--,63,0.97,--,--,--,1.7,--,2024-01-25
S. Gregorio S. GREGORIO (AQ),Accettabile,--,--,42,--,--,76,48,1.7,--,2024-01-25
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,0,--,--,87,84,0.0,374.7,2024-01-25
Scuola Antonelli Chieti Scalo (CH),Mediocre,31,25,62,--,3,69,46,1.9,--,2024-01-25
T. D'Annunzio Pescara (PE),Mediocre,29,21,65,0.79,1,46,31,0.5,--,2024-01-25
Via Amiternum L'Aquila (AQ),Accettabile,23,16,51,--,3,53,39,1.2,--,2024-01-25
Via Firenze Pescara (PE),Mediocre,34,25,79,1.11,--,--,--,1.0,--,2024-01-25
Via Sacco Pescara (PE),Mediocre,38,--,76,--,--,53,34,--,--,2024-01-25
Arischia L'Aquila (AQ),Accettabile,--,--,8,--,--,82,78,0.4,--,2024-01-24
Atessa Atessa (CH),Accettabile,32,--,--,0.61,--,--,--,0.1,--,2024-01-24
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,14,12,24,n.d.,--,75,68,--,--,2024-01-24
Cepagatti ASL Cepagatti (PE),Buona,--,--,22,--,--,62,50,1.3,--,2024-01-24
Francavilla Francavilla al mare (CH),Mediocre,26,21,44,--,--,55,42,1.3,--,2024-01-24
Gammarana Teramo (TE),Mediocre,--,21,62,--,--,--,--,--,--,2024-01-24
Montesilvano Montesilvano (PE),Mediocre,33,22,67,0.81,--,--,--,1.5,--,2024-01-24
Ortona Villa Caldari Ortona (CH),Accettabile,20,16,28,0.35,--,70,60,1.4,--,2024-01-24
Porta Reale Teramo (TE),Accettabile,n.d.,--,59,0.86,--,--,--,1.4,--,2024-01-24
S. Gregorio S. GREGORIO (AQ),Accettabile,--,--,44,--,--,85,80,1.2,--,2024-01-24
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,2,--,--,95,87,0.1,n.d.,2024-01-24
Scuola Antonelli Chieti Scalo (CH),Scadente,37,30,57,--,2,63,38,2.2,--,2024-01-24
T. D'Annunzio Pescara (PE),Scadente,40,30,56,0.60,1,40,26,0.6,--,2024-01-24
Via Amiternum L'Aquila (AQ),Accettabile,14,9,46,--,2,82,71,0.7,--,2024-01-24
Via Firenze Pescara (PE),Scadente,39,29,79,0.93,--,--,--,1.0,--,2024-01-24
Via Sacco Pescara (PE),Mediocre,47,--,74,--,--,65,43,--,--,2024-01-24
Arischia L'Aquila (AQ),Buona,--,--,17,--,--,n.d.,n.d.,n.d.,--,2024-01-23
Atessa Atessa (CH),Accettabile,28,--,--,0.53,--,--,--,0.2,--,2024-01-23
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,16,11,43,n.d.,--,76,57,--,--,2024-01-23
Cepagatti ASL Cepagatti (PE),Buona,--,--,32,--,--,75,62,1.0,--,2024-01-23
Francavilla Francavilla al mare (CH),Accettabile,19,15,40,--,--,69,60,1.1,--,2024-01-23
Gammarana Teramo (TE),Mediocre,--,24,59,--,--,--,--,--,--,2024-01-23
Montesilvano Montesilvano (PE),Accettabile,24,17,64,0.74,--,--,--,1.2,--,2024-01-23
Ortona Villa Caldari Ortona (CH),Accettabile,18,13,39,0.32,--,73,71,1.3,--,2024-01-23
Porta Reale Teramo (TE),Accettabile,n.d.,--,66,0.87,--,--,--,1.5,--,2024-01-23
S. Gregorio S. GREGORIO (AQ),Accettabile,--,--,n.d.,--,--,84,61,1.7,--,2024-01-23
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,0,--,--,96,73,0.0,n.d.,2024-01-23
Scuola Antonelli Chieti Scalo (CH),Mediocre,28,21,64,--,2,69,50,1.6,--,2024-01-23
T. D'Annunzio Pescara (PE),Mediocre,27,21,55,1.32,1,43,34,0.4,--,2024-01-23
Via Amiternum L'Aquila (AQ),Accettabile,25,17,56,--,3,54,38,1.3,--,2024-01-23
Via Firenze Pescara (PE),Accettabile,25,18,83,0.81,--,--,--,0.7,--,2024-01-23
Via Sacco Pescara (PE),Accettabile,25,--,83,--,--,74,58,--,--,2024-01-23
Arischia L'Aquila (AQ),Buona,--,--,2,--,--,n.d.,n.d.,0.3,--,2024-01-22
Atessa Atessa (CH),Buona,11,--,--,0.32,--,--,--,0.2,--,2024-01-22
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,8,5,20,n.d.,--,81,80,--,--,2024-01-22
Cepagatti ASL Cepagatti (PE),Buona,--,--,15,--,--,80,76,0.6,--,2024-01-22
Francavilla Francavilla al mare (CH),Buona,15,7,35,--,--,77,72,0.6,--,2024-01-22
Gammarana Teramo (TE),Accettabile,--,19,45,--,--,--,--,--,--,2024-01-22
Montesilvano Montesilvano (PE),Buona,16,10,40,0.59,--,--,--,0.6,--,2024-01-22
Ortona Villa Caldari Ortona (CH),Buona,11,8,14,0.24,--,80,77,0.6,--,2024-01-22
Porta Reale Teramo (TE),Accettabile,n.d.,--,42,0.58,--,--,--,1.0,--,2024-01-22
S. Gregorio S. GREGORIO (AQ),Accettabile,--,--,17,--,--,91,86,0.6,--,2024-01-22
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,1,--,--,82,77,0.1,n.d.,2024-01-22
Scuola Antonelli Chieti Scalo (CH),Accettabile,16,11,52,--,0,80,69,1.0,--,2024-01-22
T. D'Annunzio Pescara (PE),Accettabile,18,9,55,1.15,0,70,66,0.2,--,2024-01-22
Via Amiternum L'Aquila (AQ),Accettabile,11,8,48,--,2,81,75,0.7,--,2024-01-22
Via Firenze Pescara (PE),Accettabile,20,10,66,0.46,--,--,--,0.3,--,2024-01-22
Via Sacco Pescara (PE),Accettabile,15,--,66,--,--,83,77,--,--,2024-01-22
Arischia L'Aquila (AQ),Buona,--,--,2,--,--,n.d.,n.d.,0.3,--,2024-01-21
Atessa Atessa (CH),Buona,11,--,--,0.25,--,--,--,0.3,--,2024-01-21
Castel Di Sangro Castel Di Sangro (AQ),Buona,6,4,9,n.d.,--,79,76,--,--,2024-01-21
Cepagatti ASL Cepagatti (PE),Buona,--,--,7,--,--,71,69,0.4,--,2024-01-21
Francavilla Francavilla al mare (CH),Buona,19,5,14,--,--,77,74,0.4,--,2024-01-21
Gammarana Teramo (TE),Accettabile,--,11,32,--,--,--,--,--,--,2024-01-21
Montesilvano Montesilvano (PE),Buona,17,7,23,0.36,--,--,--,0.4,--,2024-01-21
Ortona Villa Caldari Ortona (CH),Buona,9,5,5,0.14,--,76,73,0.4,--,2024-01-21
Porta Reale Teramo (TE),Buona,n.d.,--,28,0.33,--,--,--,0.7,--,2024-01-21
S. Gregorio S. GREGORIO (AQ),Accettabile,--,--,5,--,--,86,83,0.5,--,2024-01-21
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Buona,--,--,1,--,--,78,76,0.1,n.d.,2024-01-21
Scuola Antonelli Chieti Scalo (CH),Buona,12,6,36,--,0,71,64,0.6,--,2024-01-21
T. D'Annunzio Pescara (PE),Accettabile,29,4,14,0.96,0,74,70,0.1,--,2024-01-21
Via Amiternum L'Aquila (AQ),Buona,6,3,12,--,2,74,70,0.4,--,2024-01-21
Via Firenze Pescara (PE),Buona,19,4,26,0.25,--,--,--,0.2,--,2024-01-21
Via Sacco Pescara (PE),Buona,15,--,25,--,--,79,74,--,--,2024-01-21
Arischia L'Aquila (AQ),Buona,--,--,4,--,--,n.d.,n.d.,0.2,--,2024-01-20
Atessa Atessa (CH),Buona,18,--,--,0.22,--,--,--,0.2,--,2024-01-20
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,8,4,12,1.05,--,88,82,--,--,2024-01-20
Cepagatti ASL Cepagatti (PE),Buona,--,--,9,--,--,80,76,0.2,--,2024-01-20
Francavilla Francavilla al mare (CH),Buona,13,5,14,--,--,78,76,0.2,--,2024-01-20
Gammarana Teramo (TE),Buona,--,5,20,--,--,--,--,--,--,2024-01-20
Montesilvano Montesilvano (PE),Buona,16,7,26,0.31,--,--,--,0.3,--,2024-01-20
Ortona Villa Caldari Ortona (CH),Accettabile,9,4,10,0.13,--,81,81,n.d.,--,2024-01-20
Porta Reale Teramo (TE),Accettabile,n.d.,--,53,0.37,--,--,--,0.6,--,2024-01-20
S. Gregorio S. GREGORIO (AQ),Accettabile,--,--,17,--,--,89,87,0.3,--,2024-01-20
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,3,--,--,86,85,0.0,405.1,2024-01-20
Scuola Antonelli Chieti Scalo (CH),Buona,11,3,16,--,0,77,75,0.3,--,2024-01-20
T. D'Annunzio Pescara (PE),Buona,18,4,14,0.83,0,74,72,0.0,--,2024-01-20
Via Amiternum L'Aquila (AQ),Buona,9,5,34,--,2,79,78,0.5,--,2024-01-20
Via Firenze Pescara (PE),Buona,15,4,38,0.31,--,--,--,0.1,--,2024-01-20
Via Sacco Pescara (PE),Accettabile,17,--,17,--,--,82,79,--,--,2024-01-20
Arischia L'Aquila (AQ),Buona,--,--,2,--,--,n.d.,n.d.,0.2,--,2024-01-19
Atessa Atessa (CH),Buona,20,--,--,0.23,--,--,--,0.2,--,2024-01-19
Castel Di Sangro Castel Di Sangro (AQ),Accettabile,10,5,7,0.77,--,89,87,--,--,2024-01-19
Cepagatti ASL Cepagatti (PE),Buona,--,--,4,--,--,77,76,0.1,--,2024-01-19
Francavilla Francavilla al mare (CH),Buona,11,6,13,--,--,78,76,0.2,--,2024-01-19
Gammarana Teramo (TE),Buona,--,2,10,--,--,--,--,--,--,2024-01-19
Montesilvano Montesilvano (PE),Accettabile,16,9,53,0.28,--,--,--,0.3,--,2024-01-19
Ortona Villa Caldari Ortona (CH),Accettabile,n.d.,n.d.,11,0.11,--,83,81,n.d.,--,2024-01-19
Porta Reale Teramo (TE),Buona,n.d.,--,24,0.30,--,--,--,0.4,--,2024-01-19
S. Gregorio S. GREGORIO (AQ),Accettabile,--,--,6,--,--,89,87,0.3,--,2024-01-19
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,0,--,--,88,85,0.0,402.6,2024-01-19
Scuola Antonelli Chieti Scalo (CH),Buona,12,5,20,--,0,78,77,0.2,--,2024-01-19
T. D'Annunzio Pescara (PE),Buona,13,6,12,0.78,0,73,69,0.0,--,2024-01-19
Via Amiternum L'Aquila (AQ),Buona,12,5,8,--,2,78,75,0.2,--,2024-01-19
Via Firenze Pescara (PE),Accettabile,14,6,61,0.23,--,--,--,0.1,--,2024-01-19
Via Sacco Pescara (PE),Buona,18,--,19,--,--,79,76,--,--,2024-01-19
Arischia L'Aquila (AQ),Buona,--,--,2,--,--,n.d.,n.d.,0.4,--,2024-01-18
Atessa Atessa (CH),Buona,17,--,--,0.60,--,--,--,0.2,--,2024-01-18
Castel Di Sangro Castel Di Sangro (AQ),Buona,10,5,20,0.98,--,70,65,--,--,2024-01-18
Cepagatti ASL Cepagatti (PE),Buona,--,--,7,--,--,74,71,0.2,--,2024-01-18
Francavilla Francavilla al mare (CH),Accettabile,26,18,40,--,--,67,63,1.2,--,2024-01-18
Gammarana Teramo (TE),Accettabile,--,8,55,--,--,--,--,--,--,2024-01-18
Montesilvano Montesilvano (PE),Accettabile,29,20,42,1.04,--,--,--,1.1,--,2024-01-18
Ortona Villa Caldari Ortona (CH),Buona,n.d.,n.d.,19,0.29,--,72,67,0.4,--,2024-01-18
Porta Reale Teramo (TE),Accettabile,n.d.,--,56,0.80,--,--,--,0.9,--,2024-01-18
S. Gregorio S. GREGORIO (AQ),Accettabile,--,--,43,--,--,81,76,0.7,--,2024-01-18
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,1,--,--,88,87,0.0,400.0,2024-01-18
Scuola Antonelli Chieti Scalo (CH),Buona,12,8,28,--,0,70,63,0.7,--,2024-01-18
T. D'Annunzio Pescara (PE),Mediocre,29,21,36,1.52,1,61,58,0.4,--,2024-01-18
Via Amiternum L'Aquila (AQ),Accettabile,8,4,55,--,2,78,75,0.3,--,2024-01-18
Via Firenze Pescara (PE),Mediocre,31,22,74,1.25,--,--,--,0.7,--,2024-01-18
Via Sacco Pescara (PE),Mediocre,37,--,44,--,--,71,65,--,--,2024-01-18
Arischia L'Aquila (AQ),Buona,--,--,4,--,--,80,70,0.3,--,2024-01-17
Atessa Atessa (CH),Accettabile,34,--,--,0.63,--,--,--,0.2,--,2024-01-17
Castel Di Sangro Castel Di Sangro (AQ),Buona,13,9,23,1.07,--,73,62,--,--,2024-01-17
Cepagatti ASL Cepagatti (PE),Buona,--,--,26,--,--,68,66,1.3,--,2024-01-17
Francavilla Francavilla al mare (CH),Scadente,37,29,33,--,--,57,40,1.4,--,2024-01-17
Gammarana Teramo (TE),Mediocre,--,23,62,--,--,--,--,--,--,2024-01-17
Montesilvano Montesilvano (PE),Scadente,44,33,60,0.97,--,--,--,1.8,--,2024-01-17
Ortona Villa Caldari Ortona (CH),Buona,n.d.,n.d.,31,0.31,--,74,68,1.1,--,2024-01-17
Porta Reale Teramo (TE),Accettabile,n.d.,--,53,0.85,--,--,--,1.7,--,2024-01-17
S. Gregorio S. GREGORIO (AQ),Accettabile,--,--,28,--,--,89,83,0.7,--,2024-01-17
Sant'Eufemia a Maiella P.N.M S.Eufemia a Maiella (PE),Accettabile,--,--,2,--,--,89,84,0.1,409.2,2024-01-17
Scuola Antonelli Chieti Scalo (CH),Mediocre,32,24,56,--,1,68,49,1.3,--,2024-01-17
